id,stats_id,cbs_id,fleaflicker_id,nfl_id,espn_id,fftoday_id,numfire_id,fantasypro_id,fantasydata_id,fantasynerd_id,rts_id,fantasypro_num_id,gsis_id,sleeper_id
12166,28953,1824836,11764,2552383,17737,14719,terrence-magee,terrance-magee,17016,2839,15079,,00-0031768,2556
12169,28714,1865647,11522,2553733,17739,14587,thomas-rawls,thomas-rawls,17050,2933,15345,,00-0031897,2585
12170,28874,2174930,11673,2553660,17789,14685,akeem-hunt,akeem-hunt,17199,2894,15422,,00-0031743,2731
12171,28474,1760290,11187,2553435,17442,15223,david-johnson-1,david-johnson-rb,16847,2760,15072,13948,00-0032187,2391
12173,28420,1996819,11172,2552483,2971698,15123,malcom-brown,malcom-brown-dt,16793,,,14024,00-0032261,2337
12175,28392,1984220,11177,2552487,17677,15143,amari-cooper,amari-cooper,16765,2756,15086,13894,00-0031544,2309
12176,28402,1851283,11170,2552409,17593,15271,devante-parker,devante-parker,16775,2737,15088,13897,00-0031547,2319
12177,28395,2060558,11158,2553432,17703,15344,kevin-white,kevin-white,16768,2787,15087,13899,00-0031545,2312
12178,28475,1824794,11235,2552470,17562,15136,sammie-coates,sammie-coates,16848,2784,15092,,00-0032166,2392
12179,28458,2061051,11210,2552463,17709,15325,jaelen-strong,jaelen-strong,16831,2798,15089,,00-0031560,2375
12180,28428,1996129,11248,2552491,17665,15192,dorial-green-beckham,dorial-green-beckham,16801,2804,,,00-0032218,2345
12181,28408,1996508,11178,2552600,17668,15101,nelson-agholor,nelson-agholor,16781,2744,15094,13969,00-0031549,2325
12182,28425,1871319,11231,2553434,17584,15316,devin-smith,devin-smith-wr,16798,2740,15093,13974,00-0031934,2342
12183,28527,1860750,11314,2552425,17601,15193,rashad-greene,rashad-greene,16899,3021,15095,,00-0032170,2442
12184,28493,1850749,11398,2552415,17600,15145,jamison-crowder,jamison-crowder,16866,2748,15103,13976,00-0031941,2410
12185,28495,1762379,11405,2552418,17542,15201,justin-hardy,justin-hardy,16868,2807,15100,13970,00-0031570,2412
12186,28534,2000038,11329,2552608,17676,15156,stefon-diggs,stefon-diggs,16906,2794,15111,13981,00-0031588,2449
12187,28457,1860834,11242,2552430,17619,15237,tyler-lockett,tyler-lockett,16830,2769,15097,13971,00-0032211,2374
12188,28417,1836058,11167,2552424,17643,15158,phillip-dorsett,phillip-dorsett,16790,2800,15098,13979,00-0032208,2334
12189,28544,1762314,11325,2552427,2515418,15236,tony-lippett,tony-lippett,16916,2736,,,00-0031594,2459
12192,28793,1752624,11592,2552413,17498,16358,,dres-anderson,17052,2833,15107,,00-0031504,2587
12193,28678,1824582,11491,2553874,2574420,,,titus-davis,17045,2919,,,00-0032080,2580
12194,29014,1762145,11659,2553526,17732,,,antwan-goodley,17060,2821,,,00-0031747,2593
12195,28550,1751721,11389,2552421,17488,15117,kenny-bell,kenny-bell,16922,2814,15104,,00-0032113,2465
12196,28511,2079732,11281,2552431,17715,15244,vince-mayle,vince-mayle,16884,2782,15110,,00-0032188,2428
12197,28414,1984950,11156,2552597,17674,15274,breshad-perriman,breshad-perriman,16787,2774,15091,13975,00-0032054,2331
12201,28985,2174921,11770,2553652,17763,14688,chris-harper-1,chris-harper-wr,17189,2247,15372,,00-0031854,2721
12204,28520,2078901,11376,2552627,17718,15312,deandre-smelter,deandre-smelter,16893,2765,15227,,00-0032064,2436
12205,28429,2001877,11194,2552458,17682,15175,devin-funchess,devin-funchess,16802,2809,15096,13915,00-0032055,2346
12206,28443,1983769,11191,2552468,17660,15349,maxx-williams,maxx-williams,16816,2777,15116,13919,00-0031558,2360
12207,28582,1860760,11263,2552403,17604,15268,nick-o-leary,nick-oleary,16954,2734,15121,13957,00-0032117,2495
12208,28480,1824413,11205,2552399,17583,15208,jeff-heuerman,jeff-heuerman,16853,2752,15122,,00-0032227,2397
12209,28617,1893200,11315,2552396,17645,15232,ben-koyack,ben-koyack,16988,3277,15119,,00-0032139,2528
12210,28456,1759387,11232,2552397,17475,15338,clive-walford,clive-walford,16829,2758,15117,,00-0032256,2373
12211,28548,1983808,11366,2552633,17690,15218,jesse-james,jesse-james,16920,2785,15118,13959,00-0032135,2463
12212,28473,1824200,11199,2552586,17650,15233,tyler-kroft,tyler-kroft,16846,2779,15120,13960,00-0032214,2390
12213,28505,1737101,11371,2552478,17490,15116,blake-bell,blake-bell,16878,2767,15126,13966,00-0032062,2422
12215,28448,2060630,11204,2552446,3895806,15194,randy-gregory,randy-gregory,16821,,,13893,00-0032197,2365
12216,28411,1860857,11163,2552451,2577371,15286,shane-ray,shane-ray,16784,,,,00-0032221,2328
12217,28391,2173899,11168,2553431,2980100,15174,dante-fowler-jr,dante-fowler,16764,,,14020,00-0032052,2308
12218,28405,1996151,11181,2552493,2971275,15111,arik-armstead,arik-armstead,16778,,,13918,00-0032164,2322
12219,28423,1998180,11848,2553433,2969921,15163,mario-edwards-jr,mario-edwards-jr,16796,,,14055,00-0032265,2340
12220,28467,2000059,11239,2552494,2979652,15202,eli-harold,eli-harold,16840,,,,00-0032060,2384
12221,28476,1984262,11221,2552603,2976560,15214,danielle-hunter,danielle-hunter,16849,,,14036,00-0031565,2393
12222,28489,1852882,11338,2552278,2574519,15172,trey-flowers,trey-flowers,16862,,,14054,00-0031566,2406
12223,28439,1825042,11202,2552299,3052511,15269,nate-orchard,nate-orchard,16812,,,13922,00-0031556,2356
12225,28394,1996523,11176,2552486,2971622,15347,leonard-williams,leonard-williams,16767,,,13892,00-0031933,2311
12226,28400,1884455,11161,2552325,2578384,15306,danny-shelton,danny-shelton,16773,,,13901,00-0032143,2317
12227,28478,1759544,11190,2552280,2511690,15149,carl-davis,carl-davis,16851,,,14034,00-0031938,2395
12228,28568,1871307,11313,2552733,2576371,15118,michael-bennett-2,michael-bennett-dt,16940,,,,00-0032154,2482
12229,28440,1886787,11220,2552492,2577466,15278,jordan-phillips,jordan-phillips,16813,,,13913,00-0031557,2357
12230,28396,1765885,11155,2552301,2512400,15115,vic-beasley,vic-beasley,16769,,,14021,00-0032240,2313
12231,28413,2001231,11157,2552447,2978313,15332,shaq-thompson,shaq-thompson,16786,,,14028,00-0031550,2330
12232,28517,1737498,11303,2552314,2515337,15300,jake-ryan,jake-ryan,16890,,,,00-0031578,2434
12233,28512,1984250,11388,2552592,2976541,15103,kwon-alexander,kwon-alexander,16885,,,14059,00-0032109,2429
12234,28410,1877307,11179,2552289,2576702,15162,bud-dupree,bud-dupree,16783,,,14063,00-0032146,2327
12236,28487,1996847,11197,2552318,2971555,15151,paul-dawson,paul-dawson,16860,,,,00-0032167,2404
12237,28506,1877298,11322,2552320,2578565,15351,ramik-wilson,ramik-wilson,16879,,,,00-0031943,2423
12238,28436,1860814,11238,2552310,2579621,15275,denzel-perryman,denzel-perryman,16809,,,14047,00-0032103,2353
12239,28433,1737773,11222,2552312,2510863,15227,eric-kendricks,eric-kendricks,16806,,,14026,00-0031554,2350
12241,31792,2977040,14615,2561704,,16830,,aj-johnson,,,,18175,00-0034887,5822
12243,28419,1850724,11173,2552321,2576482,15110,stephone-anthony,stephone-anthony,16792,,,14042,00-0032102,2336
12244,28612,1762147,11384,2552307,2512999,15199,bryce-hager,bryce-hager,16983,,,14241,00-0032248,2523
12245,28406,1884451,11169,2552488,2578378,15276,marcus-peters,marcus-peters,16779,,,13914,00-0032165,2323
12246,28466,1998196,11227,2552484,2977661,15350,p-j-williams,pj-williams,16839,,,13921,00-0032059,2383
12247,28430,1824824,11189,2552573,2577292,15139,jalen-collins,jalen-collins,16803,,,,00-0031552,2347
12248,28399,1868411,11171,2552448,2576283,15342,trae-waynes,trae-waynes,16772,,,13900,00-0031546,2316
12249,28404,1759355,11166,2552261,2511523,15224,kevin-johnson-1,kevin-johnson,16777,,,14017,00-0031548,2321
12250,28421,2000901,11228,2552454,2979841,15140,landon-collins,landon-collins,16794,,,13895,00-0032262,2338
12251,28889,1762308,11702,2553519,2515405,14671,kurtis-drummond,kurtis-drummond,17164,,,,00-0031919,2696
12252,28838,1865418,11614,2553655,2577814,6536,anthony-harris,anthony-harris,17187,,,14547,00-0031799,2719
12253,28585,1737565,11275,2552390,2517248,15313,derron-smith,derron-smith,16957,,,,00-0032069,2498
12257,28464,1824756,11217,2552652,17638,15141,chris-conley,chris-conley,16837,2754,15108,14151,00-0032128,2381
12260,28633,1825510,11396,2552428,17550,15246,tre-mcbride,tre-mcbride,17004,2805,15099,,00-0032123,2544
12261,28482,1851149,11213,2552429,17611,15253,ty-montgomery,ty-montgomery,16855,2792,15105,13977,00-0032200,2399
12263,28592,1850793,11261,2552408,17607,15340,darren-waller,darren-waller,16964,2775,15284,14104,00-0031610,2505
12264,28887,1825662,11694,2553631,17741,14583,zach-zenner,zach-zenner,17023,2856,15132,,00-0031665,2560
12268,28415,1763472,11162,2552568,2513035,15225,byron-jones,byron-jones,16788,,,14008,00-0032239,2332
12269,28418,2061049,11165,2552389,3043258,15285,damarious-randall,damarious-randall,16791,,,14040,00-0032251,2335
12270,28426,1852914,11251,2552276,2577446,15318,preston-smith,preston-smith,16799,,,14035,00-0031935,2343
12271,28427,1998182,11195,2552489,2969924,15184,eddie-goldman,eddie-goldman,16800,,,13902,00-0031551,2344
12272,28431,1852910,11209,2552490,2577429,15249,benardrick-mckinney,benardrick-mckinney,16804,,,14011,00-0031553,2348
12273,28432,1763150,11226,2552292,2509488,15228,hau-oli-kikaha,hauoli-kikaha,16805,,,,00-0032056,2349
12274,28434,1761394,11240,2552391,2509844,15328,jaquiski-tartt,jaquiski-tartt,16807,,,14061,00-0032057,2351
12275,28435,1825060,11234,2552255,2576002,15298,eric-rowe,eric-rowe,16808,,,14038,00-0031555,2352
12276,28438,1998179,11192,2552689,2969920,15146,ronald-darby,ronald-darby,16811,,,14044,00-0032195,2355
12277,28444,1878007,11236,2552264,2577390,15185,,senquez-golson,16817,,,,00-0032105,2361
12278,28446,1996128,11186,2552273,2971432,15183,markus-golden,markus-golden,16819,,,14057,00-0032127,2363
12279,28450,2139524,11214,2552263,3125961,15297,quinten-rollins,quinten-rollins,16823,,,,00-0031937,2367
12280,28451,1868369,11241,2552629,2576242,15132,frank-clark,frank-clark,16824,,,14246,00-0032210,2368
12281,28452,1851154,11224,2552392,2577139,15288,jordan-richards,jordan-richards,16825,,,14540,00-0031559,2369
12283,28462,1737142,11229,2552275,2510866,15266,owamagbe-odighizuwa,owamagbe-odighizuwa,16835,,,,00-0031562,2379
12284,28468,1996524,11208,2552587,2978256,15129,,alex-carter,16841,,,,00-0031563,2385
12285,28470,1851278,11230,2552297,2576646,15243,lorenzo-mauldin,lorenzo-mauldin,16843,,,,00-0031564,2387
12286,28471,1767384,11237,2552570,2510713,15238,craig-mager,craig-mager,16844,,,,00-0032106,2388
12287,28472,1759912,11233,2552315,2514270,15209,jordan-hicks,jordan-hicks,16845,,,14172,00-0032129,2389
12288,28481,1737505,11211,2552272,2517752,15109,henry-anderson,henry-anderson,16854,,,14046,00-0032269,2398
12289,28484,1824735,11200,2552611,2578408,15142,xavier-cooper,xavier-cooper,16857,,,,00-0032061,2401
12290,28485,1737590,11223,2552271,2514217,15195,geneo-grissom,geneo-grissom,16858,,,,00-0031940,2402
12291,28486,2061065,11219,2552265,3045287,15262,steven-nelson,steven-nelson,16859,,,14149,00-0032150,2403
12292,28488,1824792,11392,2552670,2574582,15119,angelo-blackson,angelo-blackson,16861,,,14132,00-0032107,2405
12293,28492,2139947,11316,2552696,2578381,15302,james-sample,james-sample,16865,,,,00-0032108,2409
12294,28496,1737130,11394,2552464,17516,15173,jalston-fowler,jalston-fowler,16869,2803,15128,,00-0032130,2413
12295,28497,1767568,11308,2552386,2519211,15180,clayton-geathers,clayton-geathers,16870,,,,00-0031571,2414
12296,28501,1824820,11298,2552282,2574579,15354,gabe-wright,gabe-wright,16874,,,14188,00-0031574,2418
12297,28503,1737451,11277,2552605,2511090,15126,ibraheim-campbell,ibraheim-campbell,16876,,,14542,00-0032198,2420
12298,28504,2174090,11253,2553437,2507719,15196,rodney-gunter,rodney-gunter,16877,,,,00-0032131,2421
12299,28508,1737241,11274,2552259,2971605,15305,josh-shaw-1,josh-shaw,16881,,,14051,00-0032168,2425
12300,28509,1871314,11364,2552440,2576385,15188,,doran-grant,16882,,,,00-0031944,2426
12301,28510,2061139,11259,2552279,3043168,15317,za-darius-smith,zadarius-smith,16883,,,14060,00-0031576,2427
12302,28515,2060755,11288,2552686,3040207,15352,damien-wilson,damien-wilson,16888,,,14165,00-0032215,2432
12303,28523,2061036,11273,2552672,3043238,15200,,marcus-hardison,16896,,,,00-0032169,2439
12305,28525,1850730,11406,2552327,2576492,15219,grady-jarrett,grady-jarrett,17059,,,14045,00-0031583,2592
12306,28528,1824277,11356,2552306,2577219,15206,ben-heeney,ben-heeney,16900,,,,00-0032201,2443
12307,28529,2079858,11403,2552316,3046428,15321,martrell-spaight,martrell-spaight,16901,,,,00-0031945,2444
12308,28530,1889909,11269,2552385,2582132,15107,adrian-amos,adrian-amos,16902,,,14012,00-0031584,2445
12309,28531,1760327,11331,2552401,2508256,15283,mycole-pruitt,mycole-pruitt,16903,2795,15123,13964,00-0031585,2446
12310,28532,2174121,11349,2553438,2577581,15331,mykkele-thompson,mykkele-thompson,16904,,,,00-0031586,2447
12311,28533,1825152,11326,2552434,2575606,15247,bobby-mccain,bobby-mccain,16905,,,14070,00-0031587,2448
12314,28539,1759756,11311,2552438,2517779,15272,david-parry,david-parry,16911,,,14115,00-0031592,2454
12315,28541,1766149,11368,2552296,2508212,15165,kyle-emanuel,kyle-emanuel,16913,,,14143,00-0032110,2456
12316,28542,1766827,11343,2552329,2517230,15150,tyeler-davison,tyeler-davison,16914,,,14227,00-0031947,2457
12317,28545,2174118,11276,2552559,17564,15336,c-j-uzomah,c.j.-uzomah,16917,2780,15244,14084,00-0032134,2460
12319,28547,2174122,11254,2552656,17514,15261,j-j-nelson,j.j.-nelson,16919,2761,15115,14234,00-0032112,2462
12321,28551,1754396,11286,2552277,2511687,15299,ryan-russell,ryan-russell,16923,,,,00-0031948,2466
12322,28552,1999705,11289,2552599,2972135,15159,lorenzo-doss,lorenzo-doss,16924,,,,00-0032136,2467
12324,28555,1877293,11345,2552436,2578561,15327,damian-swann,damian-swann,16927,,,,00-0031949,2470
12325,28556,1759407,11295,2552636,17502,15125,michael-burton,michael-burton,16928,2789,15252,14191,00-0031595,2471
12326,28557,2174117,11267,2553441,2972400,15245,david-mayo,david-mayo,16929,,,14224,00-0031596,2472
12327,28558,1907299,11381,2552449,2588098,15319,tye-smith,tye-smith,16930,,,14247,00-0031597,2473
12328,28559,1888149,11257,2552402,17567,15120,nick-boyle,nick-boyle,16931,2776,15124,13963,00-0031598,2474
12329,28560,2174119,11318,2553442,3001171,15104,d-j-alexander,d.j.-alexander,16932,,,,00-0031950,2475
12330,28561,2174148,11321,2553318,17441,15270,james-o-shaughnessy,james-oshaughnessy,16933,2755,15133,14146,00-0031951,2476
12331,28563,1762315,11307,2552420,17507,15257,keith-mumphery,keith-mumphery,16935,2797,15256,,00-0031600,2478
12336,28570,2174197,11401,2553444,2574530,15252,,tevin-mitchel,17495,,,,00-0032066,2988
12337,28572,2131924,11390,2552651,17530,15133,kaelin-clay,kaelin-clay,16944,2815,15265,,00-0032115,2485
12338,28574,1763468,11347,2552654,17478,15148,geremy-davis,geremy-davis,16946,2743,15267,,00-0031953,2487
12342,28578,1824293,11362,2552572,2577237,15307,jacorey-shepherd,jacorey-shepherd,16951,,,,00-0032137,2492
12343,28580,1999943,11369,2552676,2980071,15279,darius-philon,darius-philon,16952,,,14145,00-0032116,2493
12345,28583,2174190,11280,2553446,17524,15222,malcolm-johnson-1,malcolm-johnson,16955,2783,15275,,00-0032068,2496
12347,28586,1737172,11283,2552660,2510611,15329,randall-telfer,randall-telfer,16958,2848,15278,,00-0031533,2499
12348,28587,1752070,11367,2552444,2516417,15341,l-t-walton,leterrius-walton,16959,,,,00-0031607,2500
12349,28588,1824891,11296,2552262,2577553,15155,quandre-diggs,quandre-diggs,16960,,,14190,00-0031608,2501
12351,28590,2061203,11336,2552580,17711,15153,a-j-derby,aj-derby,16962,2738,15282,,00-0031609,2503
12352,28591,2174192,11292,2552326,2512544,15229,darius-kilgo,darius-kilgo,16963,,,14141,00-0032138,2504
12353,28594,2174201,11302,2552477,17626,15291,aaron-ripkowski,aaron-ripkowski,16966,2791,15285,,00-0031612,2507
12355,28597,1679925,11378,2552637,2468550,15198,obum-gwacham,obum-gwacham,16969,,,,00-0031614,2510
12356,28598,2174200,11301,2553461,2574023,15290,christian-ringo,christian-ringo,16970,,,14202,00-0031615,2511
12358,28600,1860808,11363,2552266,2579601,15130,anthony-chickillo,anthony-chickillo,16972,,,14111,00-0031956,2513
12359,28601,2174199,11299,2553292,17649,15113,,kennard-backman,16973,2793,15292,,00-0031617,2514
12360,28604,1892122,11305,2552602,2580666,15144,christian-covington,christian-covington,16976,,,14121,00-0031619,2517
12361,28605,1851299,11320,2552674,2575453,15264,rakeem-nunez-roches,rakeem-nunez-roches,17512,,,14147,00-0031957,2993
12362,28607,2008675,11282,2552313,2510601,15284,hayes-pullard,hayes-pullard,16978,,,,00-0032171,2518
12363,28608,2174212,11317,2553451,17483,15323,neal-sterling,neal-sterling,16979,3278,15299,,00-0032120,2519
12365,28611,1890093,11352,2552678,2568060,15311,deon-simon,deon-simon,16982,,,,00-0031620,2522
12367,28618,2174220,11344,2552647,17486,15258,marcus-murphy,marcus-murphy,16989,2811,15308,,00-0031959,2529
12369,28620,2174218,11332,2552441,3137087,15295,edmond-robinson,edmond-robinson,16991,,,14209,00-0031624,2531
12371,28622,2009423,11262,2552411,17553,15235,dezmin-lewis,dezmin-lewis,16993,2816,15102,,00-0032070,2533
12372,28624,1825096,11285,2552684,2576030,15265,mark-nzeocha,mark-nzeocha,16995,,,14168,00-0031961,2535
12374,28626,2079057,11272,2552650,17717,15105,mario-alford,mario-alford,16997,2778,15315,,00-0031962,2537
12376,28630,2174216,11357,2553234,2513908,15248,dexter-mcdonald,dexter-mcdonald,17001,,,,00-0032212,2541
12378,28634,2174207,11287,2553454,17713,15326,geoff-swaim,geoff-swaim,17005,2741,15322,14164,00-0032141,2545
12379,28635,2174219,11341,2553353,2515490,15292,darryl-roberts,darryl-roberts,17006,,,14075,00-0031628,2546
12380,28637,2174205,11407,2553456,2509574,15230,akeem-king,akeem-king,,,,14214,00-0031630,2548
12381,28638,2174210,11294,2553457,17455,15309,trevor-siemian,trevor-siemian,17009,2750,15326,14142,00-0032156,2549
12385,28644,1737150,11252,2552462,17466,15131,gerald-christian,gerald-christian,17015,2762,15331,,00-0032190,2555
12386,28990,1852916,11724,2552382,17742,14730,malcolm-brown,malcolm-brown,17053,2937,15082,13953,00-0031806,2588
12388,28922,2011030,11779,2553511,17736,14696,john-crockett,john-crockett,17026,2860,15337,,00-0031826,2562
12390,29178,2174845,11645,2553617,18029,14739,terrell-watson,terrell-watson,17066,2843,15344,,00-0031793,2598
12391,28691,2175352,11504,2553913,17762,14684,tyrell-williams,tyrell-williams,17048,2920,15348,14324,00-0032160,2583
12392,28865,1996291,11699,2553486,17782,14731,trey-williams,trey-williams,17101,2824,15332,,00-0031531,2633
12394,28947,2174795,11603,2553502,18844,16060,deandre-carter,deandre-carter,17218,2840,15343,14103,00-0031763,2750
12396,29013,2175024,11658,2553767,18122,14847,george-farmer,george-farmer,17358,2889,15336,,00-0031746,2890
12398,28727,2174863,11428,2553606,18052,14745,jordan-taylor,jordan-taylor,17153,2996,15352,,00-0031697,2685
12399,28645,2174949,11445,2553692,3892271,,,rasheed-bailey,17221,2899,,,00-0031645,2753
12402,28847,2174896,11478,2553650,17752,14597,corey-grant,corey-grant,17197,3275,15341,,00-0031731,2729
12406,28965,2009218,11746,2553662,17740,,,gus-johnson,17253,2983,15339,,00-0031885,2785
12413,28689,2175149,11502,2553848,18071,,,dreamius-smith,17120,2918,15349,,00-0032090,2652
12417,28685,2013049,11498,2553833,17746,14585,josh-lambo,josh-lambo,17139,2924,15371,14327,00-0032087,2671
12419,28908,1737231,11558,2552317,2515545,14681,mike-hull,mike-hull,17044,,,,00-0031719,2579
12422,28840,2174915,11616,2553668,18515,14958,jordan-leslie,jordan-leslie,17799,2962,16147,,00-0031801,3063
12423,28371,2167527,11117,2552615,2267296,14604,delvin-breaux,delvin-breaux,17321,,,,00-0031474,2853
12425,28907,2174825,11556,2553648,17747,14586,andrew-franks,andrew-franks,17151,2819,15366,,00-0031718,2683
12427,28916,2174906,11564,2553687,2517389,14601,zach-vigil,zach-vigil,17144,,,,00-0031728,2676
12428,28815,2175001,11591,2553764,2508191,14686,xavier-williams,xavier-williams,17136,,,14386,00-0031713,2668
12429,28800,1737194,11599,2552657,17519,14619,deandrew-white,deandrew-white,17269,2837,15346,14383,00-0031511,2801
12430,29152,2176428,11647,2554138,18038,14729,kasen-williams,kasen-williams,17079,2936,16116,,00-0032250,2611
12433,28688,2175148,11501,2553840,18083,14680,brian-parker,brian-parker,,2923,,,00-0032089,2653
12437,28378,2169640,11124,2553112,17438,14584,jason-myers,jason-myers,17215,3018,15381,14003,00-0031492,2747
12439,29024,2174856,11667,2553621,17755,14649,lucky-whitehead,lucky-whitehead,17257,2891,15351,,00-0031757,2789
12443,28974,2174839,7263,2553548,18040,16359,jake-kumerow,jake-kumerow,,2845,,14083,00-0031787,2821
12444,28718,2174975,11526,2553743,17781,14651,rod-smith-1,rod-smith,17360,2934,15375,14396,00-0031900,2892
12446,28832,2174991,11637,2553762,17744,14588,terron-ward,terron-ward,17089,2971,15370,,00-0031682,2621
12447,28654,2174957,11455,2553728,17767,14679,raheem-mostert,raheem-mostert,17217,2898,15391,14338,00-0031687,2749
12448,29077,2175081,11861,2553796,2516049,14690,quinton-dunbar,quinton-dunbar,17113,2905,,14505,00-0032007,2645
12449,28178,2130728,10515,2550532,5273,14698,robert-thomas-2,robert-thomas,16425,,,,00-0031006,2102
12455,28656,2174959,11457,2553736,2565759,14898,denzel-rice,denzel-rice,,,,,00-0031688,2761
12460,28834,2174792,11639,2553630,2578322,14852,shane-wynn,shane-wynn,,2876,,,00-0031684,2603
12462,28845,2174894,11476,2553633,2579598,14636,thurston-armbrister,thurston-armbrister,17203,,,,00-0031729,2735
12464,28730,2174809,11507,2553499,18050,14890,damiere-byrd,damiere-byrd,17141,3016,15356,14222,00-0031868,2673
12465,28697,2174833,11440,2553568,17750,14610,cameron-meredith,cameron-meredith,17167,2850,15368,,00-0031912,2699
12471,28214,2130880,11039,2550597,17761,14598,seth-roberts,seth-roberts,16326,2508,15390,13840,00-0031166,2039
12474,29114,2175354,11886,2553911,2577757,14662,t-y-mcgill,t.y.-mcgill,17082,,,,00-0032162,2614
12475,29001,2174946,11735,2553725,17771,14607,bradley-marquez,bradley-marquez,17271,2941,15415,,00-0031818,2803
12476,28839,2174914,11615,2553656,18028,15411,taylor-heinicke,taylor-heinicke,17179,2958,16505,13932,00-0031800,2711
12478,28925,1983587,11782,2553528,2969954,14718,ladarius-gunter,ladarius-gunter,17247,,,,00-0031829,2779
12479,28893,2174887,11706,2553552,17754,14646,khari-lee,khari-lee,17154,2867,,14119,00-0031922,2686
12481,28935,2174826,11557,2553657,3059880,14639,neville-hewitt,neville-hewitt,17145,,,14419,00-0031740,2677
12485,28830,2174790,11635,2553607,2574553,14612,robenson-therezie,robenson-therezie,17091,,,,00-0031680,2623
12486,28732,1767514,11509,2553562,2519038,16396,dean-marlowe,dean-marlowe,,,,14223,00-0031870,2679
12487,28695,2174836,11443,2553610,2578388,14640,john-timu,john-timu,17175,,,,00-0031915,2707
12488,29061,2175094,11809,2553897,3894939,14599,harold-jones-quartey,harold-jones-quartey,17135,,,,00-0031989,2667
12489,27259,2059172,9587,2541695,16393,14643,brandon-copeland,brandon-copeland,15423,,,13047,00-0030010,1657
12491,28849,2079873,11480,2553672,3051898,14617,nick-marshall,nick-marshall,17210,,,,00-0031733,2742
12494,28679,2175142,11492,2553877,2518789,14633,nick-dzubnar,nick-dzubnar,17123,,,14331,00-0032081,2655
12496,28999,2175041,11733,2553774,2577602,14642,cameron-lynch,cameron-lynch,17274,,,,00-0031815,2806
12499,28964,2174910,11745,2553658,18855,15097,gabe-holmes,gabe-holmes,17182,2916,15378,,00-0031884,2714
12500,29121,2175414,11896,2553915,2516049,14675,houston-bates,houston-bates,17110,,,,00-0032181,2642
12505,29070,2175124,11826,2553895,17756,14608,adam-humphries,adam-humphries,17290,2979,15412,14498,00-0032009,2822
12506,28705,2174829,11432,2553500,2515641,14666,bryce-callahan,bryce-callahan,17328,,,14353,00-0031904,2860
12523,28835,1824775,11611,2553637,2577707,14625,justin-coleman,justin-coleman,17037,,,14358,00-0031796,2572
12525,28089,2130188,10763,2550262,17266,14631,joe-thomas,joe-thomas-lb,16492,,,13397,00-0030761,2147
12529,28377,2169092,11122,2552730,2265764,14635,brian-peters,brian-peters,17188,,,,00-0031491,2720
12530,28784,2081234,11569,2553706,2519069,14632,ryan-delaire,ryan-delaire,17054,,,,00-0031843,2589
12532,29046,2175071,11816,2553830,17777,14637,will-tye,will-tye,17754,2895,15398,,00-0032004,3043
12536,29096,2175059,11869,2553805,2577162,14634,david-irving,david-irving,17747,,,14274,00-0031997,3040
12541,29069,2175123,11825,2553876,17780,14647,donteea-dye,donteea-dye,17292,2977,15405,,00-0032008,2824
12542,28987,2174923,11772,2553665,3051905,14650,brandon-king-1,brandon-king,17192,,,14614,00-0031856,2724
12544,28785,2174979,11570,2553710,2578692,14659,deshazor-everett,deshazor-everett,17111,,,14362,00-0031844,2643
12547,28707,2174827,11430,2553488,2514468,14654,jonathan-anderson,jonathan-anderson,17172,,,,00-0031902,2704
12554,29162,2184575,11964,2554332,2515836,14665,jude-adjei-barimah,jude-adjei-barimah,17299,,,,00-0032273,2831
12561,28740,2174297,11462,2553467,17561,14747,quan-bray,quan-bray,17355,2870,15418,,00-0031514,2887
12563,28998,2174945,11732,2553722,3085243,14674,matt-longacre,matt-longacre,17279,,,,00-0031814,2811
12570,28702,1999909,11435,2553525,2972442,14713,jacoby-glenn,jacoby-glenn,17329,,,,00-0031907,2861
12575,28788,2174980,11573,2553719,2576461,14692,josh-keyes,josh-keyes,17301,,,,00-0031847,2833
12581,28136,2130285,10724,2550383,17333,14689,dashaun-phillips,dashaun-phillips,16374,,,,00-0030963,2070
12585,29102,2175305,11874,2553900,17790,14695,daniel-brown,daniel-brown,17219,3000,15753,14470,00-0032098,2751
12586,29038,2175101,11797,2553896,18057,14699,darius-jennings,darius-jennings,,2945,,,00-0031972,2602
12589,28972,1737362,11717,2553536,2525933,14700,troy-hill,troy-hill,17294,,,14431,00-0031785,2826
12593,28826,1892110,11631,2553564,2575583,14707,joey-mbu,joey-mbu,17095,,,,00-0031676,2627
12596,28875,2174931,11674,2553667,18030,14725,matt-lacosse,matt-lacosse,17415,2897,16528,14288,00-0031744,2944
12597,27985,2130128,11024,2550236,17224,14722,deji-olatoye,ayodeji-olatoye,16094,,,,00-0030699,1876
12608,27494,2082386,,2542357,16665,,,james-winchester,,,,15246,00-0030615,1785
12609,28809,2174819,11585,2553563,2515838,14735,gabe-martin,gabe-martin,17311,,,,00-0031707,2843
12610,29236,1907522,12032,2555259,17795,15741,carson-wentz,carson-wentz,17920,3044,15435,15520,00-0032950,3161
12611,29235,2061053,12102,2555334,17794,15589,jared-goff,jared-goff,17922,3072,15434,15501,00-0033106,3163
12612,29260,1999663,12011,2555316,17814,15652,paxton-lynch,paxton-lynch,17929,3051,15436,,00-0033108,3170
12613,29334,1868391,10838,2555332,17877,15549,connor-cook,connor-cook,17932,3059,15437,,00-0032893,3171
