Rank,Player ID,Player Name,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
163,15288,"Moore, Elijah",PHI,WR,9.3,0.0,4.7,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,9.0,0.0,78.0,0.0,0.0,6.5
164,15589,"White, Cody",SEA,WR,2.3,0.0,2.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,139.0,0.0,0.4,6.1
165,16949,"Tremayne, Brycen",CAR,WR,9.8,1.7,6.8,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,4.0,0.0,8.0,0.0,0.9,6.0
166,17097,"Felton, Tai",MIN,WR,13.5,1.7,7.1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,509.0,0.0,0.0,5.6
167,13793,"Valdes-Scantling, Marquez",DAL,WR,15.9,1.1,5.9,50.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,1.0,0.0,73.0,0.0,0.7,5.6
168,17599,"Douglas, Caleb",MIA,WR,16.3,3.1,6.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,4.0,0.0,200.0,0.0,1.8,5.4
169,16364,"Brooks, Jalen",ARI,WR,5.7,0.0,2.9,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,237.0,0.0,0.0,4.8
170,17205,"Lambert-Smith, KeAndre",LAC,WR,13.1,1.1,4.1,38.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,505.0,0.0,0.5,4.8
171,17517,"Lane, Ja'Kobi",BAL,WR,12.2,0.4,3.6,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,238.0,0.0,0.0,4.5
172,17254,"Mumpfield, Konata",LAR,WR,15.2,3.2,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,1.0,0.0,184.0,0.0,0.5,4.4
173,17508,"Bell, Skyler",BUF,WR,19.4,3.0,7.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,-0.9,0.0,0.0,0.0,2.2,4.2
174,16197,"Mingo, Jonathan",DAL,WR,22.6,3.6,4.4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
175,17527,"Cameron, Josh",JAC,WR,11.7,2.3,2.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,61.0,0.0,0.9,4.0
176,17507,"Branch, Zachariah",ATL,WR,12.6,1.0,4.2,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,284.0,0.0,0.4,3.9
177,17175,"Smith, Arian",NYJ,WR,17.5,0.0,6.7,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.0,0.0,89.0,0.0,0.0,3.9
178,15535,"Kinsey, Mason",TEN,WR,3.5,0.0,3.4,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
179,17349,"Larvadain, Gage",CLE,WR,9.5,0.5,3.4,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.0,0.0,26.0,0.0,0.0,3.6
180,16183,"Hyatt, Jalin",NYG,WR,16.7,0.9,5.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,119.0,0.0,0.0,3.5
181,14280,"Miller, Scotty",CHI,WR,7.3,1.4,5.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
182,17518,"Allen, Cyrus",KCC,WR,6.9,2.1,1.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,607.0,0.0,2.1,2.7
183,16429,"Drummond, Dylan",ATL,WR,7.3,0.7,4.3,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,382.0,0.0,0.2,2.6
184,15302,"Eskridge, Dee",MIA,WR,6.0,0.0,2.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,681.0,0.0,0.0,2.5
185,13652,"Wilson, Cedrick",DET,WR,4.1,0.0,2.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.4
186,17542,"Young, Colbie",CIN,WR,10.3,0.4,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,601.0,0.0,0.4,1.7
187,17192,"Watkins, Jordan",SFO,WR,0.5,0.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188,17510,"Burks, Deion",IND,WR,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,441.0,0.0,0.5,1.0
189,17303,"Collins, Beaux",NYG,WR,4.9,0.5,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8
190,15285,"Wallace, Tylan",CLE,WR,5.9,0.7,0.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.7,0.8
191,17505,"Sarratt, Elijah",BAL,WR,6.4,1.5,1.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.8
192,15766,"Moore, Skyy",GBP,WR,2.6,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,193.0,0.0,0.0,0.8
193,15767,"Jones, Velus",SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,137.0,0.0,0.0,0.7
194,14503,"Kennedy, Tom",DET,WR,1.0,0.0,0.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,0.0,0.6
195,16005,"Jones, Tim",JAC,WR,0.3,0.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.4
196,17620,"Wetjen, Kaden",PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,137.0,0.0,0.0,0.2
197,16640,"Cowing, Jacob",SFO,WR,1.5,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2
198,16625,"Wilson, Johnny",PHI,WR,5.3,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
199,14847,"Duvernay, Devin",ARI,WR,1.1,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.1
200,17360,"Price, Myles",MIN,WR,0.3,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,0.1
201,16199,"Palmer, Trey",NOS,WR,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,16732,"Gould, Anthony",IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0
203,17519,"Lance, Bryce",NOS,WR,1.8,1.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,172.0,0.1,0.1,-0.2
204,17506,"Bell, Chris",MIA,WR,5.0,0.0,1.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,226.0,1.6,0.0,-2.0

